Transencwithlineardec,1,1,34994.73694847524,1395.3204470090568,0.016197800636291504
Transencwithlineardec,1,2,34679.19049823284,1369.041716530919,0.03472620248794556
Transencwithlineardec,1,3,34530.66040891409,1366.067751094699,0.0368230938911438
Transencwithlineardec,1,4,34435.52679356933,1331.877831235528,0.06092947721481323
Transencwithlineardec,1,5,34357.588560931385,1292.264953315258,0.0888594388961792
Transencwithlineardec,1,6,34137.29112255573,1170.7155070900917,0.174560546875
Transencwithlineardec,1,7,33773.93333387002,1120.6137574017048,0.20988595485687256
Transencwithlineardec,1,8,33469.70423281193,1077.1515192389488,0.24053001403808594
Transencwithlineardec,1,9,33339.46004834026,1049.9873952120543,0.25968265533447266
Transencwithlineardec,1,10,33254.736007504165,1046.7613382339478,0.2619572877883911
Transencwithlineardec,1,11,33206.53276015818,1034.2156508862972,0.2708028554916382
Transencwithlineardec,1,12,33204.06523255259,1030.8204208016396,0.2731967568397522
Transencwithlineardec,1,13,33099.57282219082,1034.8895972967148,0.27032768726348877
Transencwithlineardec,1,14,33679.61971179396,1042.2339054495096,0.26514947414398193
Transencwithlineardec,1,15,33050.50722640753,1052.2518408447504,0.25808608531951904
Transencwithlineardec,1,16,33030.89600031823,1029.5477137416601,0.2740941047668457
Transencwithlineardec,1,17,33192.98190521449,1030.7559978663921,0.2732422351837158
Transencwithlineardec,1,18,33231.664579577744,1076.4962846636772,0.24099200963974
