model,pred_len,epoch,train_loss,val_loss,r2_val_sklearn
gru,1,1,24082.528544180095,1633.8230338096619,0.05432385206222534
gru,1,2,23851.12162105739,1613.4341479539871,0.06612527370452881
gru,1,3,23731.415346443653,1605.0529001951218,0.07097643613815308
gru,1,4,23640.13294571638,1610.923987865448,0.0675782561302185
gru,1,5,23568.037643298507,1615.1934859752655,0.06510698795318604
gru,1,6,23509.02314929664,1610.9416239261627,0.06756794452667236
gru,1,7,23458.65659174323,1614.5998908281326,0.06545066833496094
gru,1,8,23408.315129220486,1612.524062871933,0.06665199995040894
gru,1,9,23369.31554172933,1607.3237186670303,0.06966209411621094
gru,1,10,23313.64460913837,1600.4378416538239,0.07364773750305176
gru,1,11,23258.20790362358,1595.0106035470963,0.07678908109664917
gru,1,12,23208.858881354332,1594.5292619466782,0.07706773281097412
gru,1,13,23200.62496483326,1596.0997701883316,0.07615870237350464
gru,1,14,23134.328867077827,1590.0452152490616,0.07966309785842896
gru,1,15,23092.0401224792,1582.8618267774582,0.08382093906402588
gru,1,16,23144.455665245652,1591.9466903209686,0.07856243848800659
gru,1,17,23103.63730454445,1601.702635526657,0.07291573286056519
gru,1,18,23107.47127944976,1586.5114212036133,0.08170849084854126
gru,1,19,23093.617345884442,1573.9896453619003,0.08895617723464966
gru,1,20,23106.996185794473,1584.6792200803757,0.08276903629302979
gru,1,21,23087.715732440352,1584.7688405513763,0.08271712064743042
gru,1,22,23060.849314861,1596.1077501773834,0.07615411281585693
gru,1,23,23160.37663628161,1569.9722216129303,0.09128153324127197
gru,1,24,23098.002931788564,1560.8168590068817,0.09658080339431763
gru,1,25,23055.295167908072,1554.0771038532257,0.10048186779022217
gru,1,26,23008.180153369904,1552.769369482994,0.10123884677886963
gru,1,27,23110.99657419324,1564.5762530565262,0.09440487623214722
gru,1,28,23070.886678010225,1564.4949563741684,0.094451904296875
gru,1,29,23088.575269162655,1567.941192150116,0.09245717525482178
gru,1,30,23021.248293817043,1560.9932625293732,0.09647876024246216
gru,2,1,29359.592425242066,1957.7493206262589,0.07737475633621216
gru,2,2,28939.93490859121,1926.5505895614624,0.09207767248153687
gru,2,3,28798.18808028102,1906.6978476047516,0.10143369436264038
gru,1,1,23996.560557752848,1627.6753025054932,0.05788236856460571
gru,1,2,23824.395860766992,1610.8859173059464,0.0676003098487854
gru,1,3,23721.88580700755,1609.794727921486,0.06823188066482544
gru,1,4,23633.711597695947,1612.9782239198685,0.06638926267623901
gru,1,5,23554.195724979043,1619.9147028923035,0.0623742938041687
gru,1,6,23488.30928017199,1621.9517731666565,0.06119513511657715
gru,1,7,23440.725345745683,1622.5469250679016,0.060850679874420166
gru,1,8,23380.263441957533,1624.7863968610764,0.0595545768737793
gru,1,9,23337.809117540717,1626.46868622303,0.05858081579208374
gru,1,10,23287.377923041582,1619.3501671552658,0.06270098686218262
gru,1,11,23233.20744292438,1618.5534324645996,0.06316226720809937
gru,1,12,23172.507844008505,1611.436556816101,0.06728148460388184
gru,1,13,23115.550640195608,1618.0923863649368,0.06342899799346924
