model,pred_len,epoch,train_loss,val_loss,r2_val_sklearn
LSTM_MO,1,0,557.1151883352809,47.3321138377767,0.1729499101638794
LSTM_MO,1,1,550.6779621515321,46.66698532009032,0.18456816673278809
LSTM_MO,1,2,547.4334167421118,46.23536261442932,0.19210916757583618
LSTM_MO,1,3,544.33401842775,46.079072033408735,0.1948404312133789
LSTM_MO,1,4,540.5396297830919,45.78135306395925,0.20004141330718994
LSTM_MO,1,5,536.7672470116212,45.68732265422441,0.2016848921775818
LSTM_MO,1,6,532.8647745782165,45.5002110362373,0.20495635271072388
LSTM_MO,1,7,529.7807186502027,45.604083719133634,0.20314449071884155
LSTM_MO,1,8,529.4403351196772,45.59463116117113,0.20330965518951416
LSTM_MO,1,9,526.1535256380812,45.43354973422102,0.20612561702728271
LSTM_MO,2,0,559.2473119855598,54.17041531951399,0.22656351327896118
LSTM_MO,2,1,547.9510110538596,53.021576252486554,0.24296575784683228
LSTM_MO,2,2,542.9475259227139,52.232743024424416,0.25422847270965576
LSTM_MO,2,3,538.5842161352515,51.61801457440597,0.26300275325775146
LSTM_MO,2,4,534.0495765959472,51.177409270676435,0.26928967237472534
LSTM_MO,2,5,529.5249941708585,50.9033675642364,0.27320200204849243
LSTM_MO,2,6,525.3902262781435,50.80923143876716,0.2745450735092163
LSTM_MO,2,7,521.8936862340444,50.744409712881314,0.2754710912704468
LSTM_MO,2,8,519.2247986670162,50.663216010289034,0.2766296863555908
LSTM_MO,2,9,516.033022625233,50.552163482207106,0.27821773290634155
LSTM_MO,3,0,563.263563839983,61.55949801905081,0.23989272117614746
LSTM_MO,3,1,550.7750717785724,59.36878620309902,0.2669341564178467
LSTM_MO,3,2,544.0081563605175,58.582807464409456,0.27663952112197876
LSTM_MO,3,3,538.4228177539699,57.88136942167368,0.285300612449646
LSTM_MO,3,4,533.1370343099139,57.532120110791816,0.28961437940597534
LSTM_MO,3,5,526.8667404451844,56.99650196608701,0.2962280511856079
LSTM_MO,3,6,522.4553820073925,56.375914297675514,0.30388832092285156
LSTM_MO,3,7,520.6498582489803,56.31743856543356,0.3046109080314636
LSTM_MO,3,8,517.6834966579723,56.18228162934247,0.30627697706222534
LSTM_MO,3,9,515.6189162610754,55.910965419294754,0.3096277713775635
LSTM_MO,4,0,572.9783876239787,66.87225584839287,0.26424479484558105
LSTM_MO,4,1,557.186680531007,64.9464707112669,0.28543156385421753
LSTM_MO,4,2,549.5862219941075,63.809898057937204,0.2979348301887512
LSTM_MO,4,3,543.3191864346693,62.910927643285646,0.307827889919281
LSTM_MO,4,4,538.1865267114117,62.41746115498398,0.31325268745422363
